Fecha,Hito,Tipo,TipoCodigo
8/16/2016,,,1
8/17/2016,,,1
8/18/2016,,,1
8/19/2016,,,1
8/20/2016,,,1
8/21/2016,,,1
8/22/2016,,,1
8/23/2016,,,1
8/24/2016,,,1
8/25/2016,,,1
8/26/2016,,,1
8/27/2016,,,1
8/28/2016,,,1
8/29/2016,,,1
8/30/2016,,,1
8/31/2016,,,1
09/01/2016,,,1
09/02/2016,,,1
09/03/2016,,,1
09/04/2016,,,1
09/05/2016,,,1
09/06/2016,,,1
09/07/2016,,,1
09/08/2016,,,1
09/09/2016,,,1
09/10/2016,,,1
09/11/2016,,,1
09/12/2016,,,1
9/13/2016,,,1
9/14/2016,,,1
9/15/2016,,,1
9/16/2016,,,1
9/17/2016,,,1
9/18/2016,,,1
9/19/2016,,,1
9/20/2016,,,1
9/21/2016,,,1
9/22/2016,,,1
9/23/2016,,,1
9/24/2016,,,1
9/25/2016,,,1
9/26/2016,,,1
9/27/2016,,,1
9/28/2016,,,1
9/29/2016,,,1
9/30/2016,,,1
10/01/2016,,,1
10/02/2016,,,1
10/03/2016,,,1
10/04/2016,,,1
10/05/2016,,,1
10/06/2016,,,1
10/07/2016,,,1
10/08/2016,,,1
10/09/2016,,,1
10/10/2016,,,1
10/11/2016,,,1
10/12/2016,,,1
10/13/2016,,,1
10/14/2016,,,1
10/15/2016,,,1
10/16/2016,,,1
10/17/2016,,,1
10/18/2016,,,1
10/19/2016,,,1
10/20/2016,,,1
10/21/2016,,,1
10/22/2016,,,1
10/23/2016,,,1
10/24/2016,,,1
10/25/2016,,,1
10/26/2016,,,1
10/27/2016,,,1
10/28/2016,,,1
10/29/2016,,,1
10/30/2016,,,1
10/31/2016,,,1
11/01/2016,,,1
11/02/2016,,,1
11/03/2016,,,1
11/04/2016,,,1
11/05/2016,,,1
11/06/2016,,,1
11/07/2016,,,1
11/08/2016,,,1
11/09/2016,,,1
11/10/2016,,,1
11/11/2016,,,1
11/12/2016,,,1
11/13/2016,,,1
11/14/2016,,,1
11/15/2016,,,1
11/16/2016,,,1
11/17/2016,,,1
11/18/2016,,,1
11/19/2016,,,1
11/20/2016,,,1
11/21/2016,,,1
11/22/2016,,,1
11/23/2016,,,1
11/24/2016,,,1
11/25/2016,,,1
11/26/2016,,,1
11/27/2016,,,1
11/28/2016,,,1
11/29/2016,,,1
11/30/2016,,,1
12/01/2016,,,1
12/02/2016,,,1
12/03/2016,,,1
12/04/2016,,,1
12/05/2016,,,1
12/06/2016,,,1
12/07/2016,,,1
12/08/2016,,,1
12/09/2016,,,1
12/10/2016,,,1
12/11/2016,,,1
12/12/2016,,,1
12/13/2016,,,1
12/14/2016,,,1
12/15/2016,,,1
12/16/2016,,,1
12/17/2016,,,1
12/18/2016,,,1
12/19/2016,,,1
12/20/2016,,,1
12/21/2016,,,1
12/22/2016,,,1
12/23/2016,,,1
12/24/2016,,,1
12/25/2016,,,1
12/26/2016,,,1
12/27/2016,,,1
12/28/2016,,,1
12/29/2016,,,1
12/30/2016,,,1
12/31/2016,,,1
01/01/2017,,,1
01/02/2017,,,1
01/03/2017,,,1
01/04/2017,,,1
01/05/2017,,,1
01/06/2017,,,1
01/07/2017,,,1
01/08/2017,,,1
01/09/2017,,,1
01/10/2017,,,1
01/11/2017,,,1
01/12/2017,,,1
1/13/2017,,,1
1/14/2017,,,1
1/15/2017,,,1
1/16/2017,,,1
1/17/2017,,,1
1/18/2017,,,1
1/19/2017,,,1
1/20/2017,,,1
1/21/2017,,,1
1/22/2017,,,1
1/23/2017,,,1
1/24/2017,,,1
1/25/2017,,,1
1/26/2017,,,1
1/27/2017,,,1
1/28/2017,,,1
1/29/2017,,,1
1/30/2017,,,1
1/31/2017,,,1
02/01/2017,,,1
02/02/2017,,,1
02/03/2017,,,1
02/04/2017,,,1
02/05/2017,,,1
02/06/2017,,,1
02/07/2017,,,1
02/08/2017,,,1
02/09/2017,,,1
02/10/2017,,,1
02/11/2017,,,1
02/12/2017,,,1
2/13/2017,,,1
2/14/2017,,,1
2/15/2017,,,1
2/16/2017,,,1
2/17/2017,,,1
2/18/2017,,,1
2/19/2017,,,1
2/20/2017,,,1
2/21/2017,,,1
2/22/2017,,,1
2/23/2017,,,1
2/24/2017,,,1
2/25/2017,,,1
2/26/2017,,,1
2/27/2017,,,1
2/28/2017,,,1
03/01/2017,,,1
03/02/2017,,,1
03/03/2017,,,1
03/04/2017,,,1
03/05/2017,,,1
03/06/2017,,,1
03/07/2017,,,1
03/08/2017,,,1
03/09/2017,,,1
03/10/2017,,,1
03/11/2017,,,1
03/12/2017,,,1
3/13/2017,,,1
3/14/2017,,,1
3/15/2017,,,1
3/16/2017,,,1
3/17/2017,,,1
3/18/2017,,,1
3/19/2017,,,1
3/20/2017,,,1
3/21/2017,,,1
3/22/2017,,,1
3/23/2017,,,1
3/24/2017,,,1
3/25/2017,,,1
3/26/2017,,,1
3/27/2017,,,1
3/28/2017,,,1
3/29/2017,,,1
3/30/2017,,,1
3/31/2017,,,1
04/01/2017,,,1
04/02/2017,,,1
04/03/2017,,,1
04/04/2017,,,1
04/05/2017,,,1
04/06/2017,,,1
04/07/2017,,,1
04/08/2017,,,1
04/09/2017,,,1
04/10/2017,,,1
04/11/2017,,,1
04/12/2017,,,1
4/13/2017,,,1
4/14/2017,,,1
4/15/2017,,,1
4/16/2017,,,1
4/17/2017,,,1
4/18/2017,,,1
4/19/2017,,,1
4/20/2017,,,1
4/21/2017,,,1
4/22/2017,,,1
4/23/2017,,,1
4/24/2017,,,1
4/25/2017,,,1
4/26/2017,,,1
4/27/2017,,,1
4/28/2017,,,1
4/29/2017,,,1
4/30/2017,,,1
05/01/2017,,,1
05/02/2017,,,1
05/03/2017,,,1
05/04/2017,,,1
05/05/2017,,,1
05/06/2017,,,1
05/07/2017,,,1
05/08/2017,,,1
05/09/2017,,,1
05/10/2017,,,1
05/11/2017,,,1
05/12/2017,,,1
5/13/2017,,,1
5/14/2017,,,1
5/15/2017,,,1
5/16/2017,,,1
5/17/2017,,,1
5/18/2017,,,1
5/19/2017,,,1
5/20/2017,,,1
5/21/2017,,,1
5/22/2017,,,1
5/23/2017,,,1
5/24/2017,,,1
5/25/2017,,,1
5/26/2017,,,1
5/27/2017,,,1
5/28/2017,,,1
5/29/2017,,,1
5/30/2017,,,1
5/31/2017,,,1
06/01/2017,,,1
06/02/2017,,,1
06/03/2017,,,1
06/04/2017,,,1
06/05/2017,,,1
06/06/2017,,,1
06/07/2017,,,1
06/08/2017,,,1
06/09/2017,,,1
06/10/2017,,,1
06/11/2017,,,1
06/12/2017,,,1
6/13/2017,,,1
6/14/2017,,,1
6/15/2017,,,1
6/16/2017,,,1
6/17/2017,,,1
6/18/2017,,,1
6/19/2017,,,1
6/20/2017,,,1
6/21/2017,,,1
6/22/2017,,,1
6/23/2017,,,1
6/24/2017,,,1
6/25/2017,,,1
6/26/2017,,,1
6/27/2017,,,1
6/28/2017,,,1
6/29/2017,,,1
6/30/2017,,,1
07/01/2017,,,1
07/02/2017,,,1
07/03/2017,,,1
07/04/2017,,,1
07/05/2017,,,1
07/06/2017,,,1
07/07/2017,,,1
07/08/2017,,,1
07/09/2017,,,1
07/10/2017,,,1
07/11/2017,,,1
07/12/2017,,,1
7/13/2017,,,1
7/14/2017,,,1
7/15/2017,,,1
7/16/2017,,,1
7/17/2017,,,1
7/18/2017,,,1
7/19/2017,,,1
7/20/2017,,,1
7/21/2017,,,1
7/22/2017,,,1
7/23/2017,,,1
7/24/2017,,,1
7/25/2017,,,1
7/26/2017,,,1
7/27/2017,,,1
7/28/2017,,,1
7/29/2017,,,1
7/30/2017,,,1
7/31/2017,,,1
08/01/2017,,,1
08/02/2017,,,1
08/03/2017,,,1
08/04/2017,,,1
08/05/2017,,,1
08/06/2017,,,1
08/07/2017,,,1
08/08/2017,,,1
08/09/2017,,,1
08/10/2017,,,1
08/11/2017,,,1
08/12/2017,,,1
8/13/2017,,,1
8/14/2017,,,1
8/15/2017,,,1
8/16/2017,,,1
8/17/2017,,,1
8/18/2017,,,1
8/19/2017,,,1
8/20/2017,,,1
8/21/2017,,,1
8/22/2017,,,1
8/23/2017,,,1
8/24/2017,,,1
8/25/2017,,,1
8/26/2017,,,1
8/27/2017,,,1
8/28/2017,,,1
8/29/2017,,,1
8/30/2017,,,5
8/31/2017,Asignación JnJ,Día Clave,2
09/01/2017,,,1
09/02/2017,,,1
09/03/2017,,,1
09/04/2017,,,1
09/05/2017,,,1
09/06/2017,,,1
09/07/2017,,,1
09/08/2017,,,1
09/09/2017,,,1
09/10/2017,,,1
09/11/2017,,,1
09/12/2017,,,1
9/13/2017,,,1
9/14/2017,,,1
9/15/2017,,,1
9/16/2017,,,1
9/17/2017,,,1
9/18/2017,,,1
9/19/2017,,,1
9/20/2017,,,1
9/21/2017,,,1
9/22/2017,,,1
9/23/2017,,,1
9/24/2017,,,1
9/25/2017,,,1
9/26/2017,,,1
9/27/2017,,,1
9/28/2017,,,1
9/29/2017,,,1
9/30/2017,,,1
10/01/2017,Primera asignación como TL,Día Clave,4
10/02/2017,,,1
10/03/2017,,,1
10/04/2017,,,1
10/05/2017,,,1
10/06/2017,,,1
10/07/2017,,,1
10/08/2017,,,1
10/09/2017,,,1
10/10/2017,,,1
10/11/2017,,,1
10/12/2017,,,1
10/13/2017,,,1
10/14/2017,,,1
10/15/2017,,,1
10/16/2017,,,1
10/17/2017,,,1
10/18/2017,,,1
10/19/2017,,,1
10/20/2017,,,1
10/21/2017,,,1
10/22/2017,,,1
10/23/2017,,,1
10/24/2017,,,1
10/25/2017,,,1
10/26/2017,,,1
10/27/2017,,,1
10/28/2017,,,1
10/29/2017,,,1
10/30/2017,,,1
10/31/2017,,,1
11/01/2017,,,1
11/02/2017,,,1
11/03/2017,,,1
11/04/2017,,,1
11/05/2017,,,1
11/06/2017,,,1
11/07/2017,,,1
11/08/2017,,,1
11/09/2017,,,1
11/10/2017,,,1
11/11/2017,,,1
11/12/2017,,,1
11/13/2017,,,1
11/14/2017,,,1
11/15/2017,,,1
11/16/2017,,,1
11/17/2017,,,1
11/18/2017,,,1
11/19/2017,,,1
11/20/2017,,,1
11/21/2017,,,1
11/22/2017,,,1
11/23/2017,,,1
11/24/2017,,,1
11/25/2017,,,1
11/26/2017,,,1
11/27/2017,,,1
11/28/2017,,,1
11/29/2017,,,1
11/30/2017,,,1
12/01/2017,,,1
12/02/2017,,,1
12/03/2017,,,1
12/04/2017,,,1
12/05/2017,,,1
12/06/2017,,,1
12/07/2017,,,1
12/08/2017,,,1
12/09/2017,,,1
12/10/2017,,,1
12/11/2017,,,1
12/12/2017,,,1
12/13/2017,,,1
12/14/2017,,,1
12/15/2017,,,1
12/16/2017,,,1
12/17/2017,,,1
12/18/2017,,,1
12/19/2017,,,1
12/20/2017,,,1
12/21/2017,,,1
12/22/2017,,,1
12/23/2017,,,1
12/24/2017,,,1
12/25/2017,,,1
12/26/2017,,,1
12/27/2017,,,1
12/28/2017,,,1
12/29/2017,,,1
12/30/2017,,,1
12/31/2017,,,1
01/01/2018,,,1
01/02/2018,,,1
01/03/2018,,,1
01/04/2018,,,1
01/05/2018,,,1
01/06/2018,,,1
01/07/2018,,,1
01/08/2018,,,1
01/09/2018,,,1
01/10/2018,,,1
01/11/2018,,,1
01/12/2018,,,1
1/13/2018,,,1
1/14/2018,,,1
1/15/2018,,,1
1/16/2018,,,1
1/17/2018,,,1
1/18/2018,,,1
1/19/2018,,,1
1/20/2018,,,1
1/21/2018,,,1
1/22/2018,,,1
1/23/2018,,,1
1/24/2018,,,1
1/25/2018,,,1
1/26/2018,,,1
1/27/2018,,,1
1/28/2018,,,1
1/29/2018,,,1
1/30/2018,,,1
1/31/2018,,,1
02/01/2018,,,1
02/02/2018,,,1
02/03/2018,,,1
02/04/2018,,,1
02/05/2018,,,1
02/06/2018,,,1
02/07/2018,,,1
02/08/2018,,,1
02/09/2018,,,1
02/10/2018,,,1
02/11/2018,,,1
02/12/2018,,,1
2/13/2018,,,1
2/14/2018,,,1
2/15/2018,,,1
2/16/2018,,,1
2/17/2018,,,1
2/18/2018,,,1
2/19/2018,,,1
2/20/2018,,,1
2/21/2018,,,1
2/22/2018,,,1
2/23/2018,,,1
2/24/2018,,,1
2/25/2018,,,1
2/26/2018,,,1
2/27/2018,,,1
2/28/2018,,,1
03/01/2018,,,1
03/02/2018,,,1
03/03/2018,,,1
03/04/2018,,,1
03/05/2018,,,1
03/06/2018,,,1
03/07/2018,,,1
03/08/2018,,,1
03/09/2018,,,1
03/10/2018,,,1
03/11/2018,,,1
03/12/2018,,,1
3/13/2018,,,1
3/14/2018,,,1
3/15/2018,,,1
3/16/2018,,,1
3/17/2018,,,1
3/18/2018,,,1
3/19/2018,,,1
3/20/2018,,,1
3/21/2018,,,1
3/22/2018,,,1
3/23/2018,,,1
3/24/2018,,,1
3/25/2018,,,1
3/26/2018,,,1
3/27/2018,,,1
3/28/2018,,,1
3/29/2018,,,1
3/30/2018,,,1
3/31/2018,,,1
04/01/2018,,,1
04/02/2018,,,1
04/03/2018,,,1
04/04/2018,,,1
04/05/2018,,,1
04/06/2018,,,1
04/07/2018,,,1
04/08/2018,,,1
04/09/2018,,,1
04/10/2018,,,1
04/11/2018,,,1
04/12/2018,,,1
4/13/2018,,,1
4/14/2018,,,1
4/15/2018,,,1
4/16/2018,,,1
4/17/2018,,,1
4/18/2018,Reca a Architect,Día Clave,4
4/19/2018,,,1
4/20/2018,,,1
4/21/2018,,,1
4/22/2018,,,1
4/23/2018,,,1
4/24/2018,,,1
4/25/2018,,,1
4/26/2018,Nacimiento Ximena Snow,Día Clave,4
4/27/2018,,,1
4/28/2018,,,1
4/29/2018,,,1
4/30/2018,,,1
05/01/2018,,,1
05/02/2018,,,1
05/03/2018,,,1
05/04/2018,,,1
05/05/2018,,,1
05/06/2018,,,1
05/07/2018,,,1
05/08/2018,,,1
05/09/2018,,,1
05/10/2018,,,1
05/11/2018,,,1
05/12/2018,,,1
5/13/2018,,,1
5/14/2018,,,1
5/15/2018,,,1
5/16/2018,,,1
5/17/2018,,,1
5/18/2018,,,1
5/19/2018,,,1
5/20/2018,,,1
5/21/2018,,,1
5/22/2018,,,1
5/23/2018,,,1
5/24/2018,,,1
5/25/2018,,,1
5/26/2018,,,1
5/27/2018,,,1
5/28/2018,,,1
5/29/2018,,,1
5/30/2018,,,1
5/31/2018,,,1
06/01/2018,,,1
06/02/2018,,,1
06/03/2018,,,1
06/04/2018,,,1
06/05/2018,,,1
06/06/2018,,,1
06/07/2018,,,1
06/08/2018,,,1
06/09/2018,,,1
06/10/2018,,,1
06/11/2018,,,1
06/12/2018,,,1
6/13/2018,,,1
6/14/2018,,,1
6/15/2018,,,1
6/16/2018,,,1
6/17/2018,,,1
6/18/2018,,,1
6/19/2018,,,1
6/20/2018,,,1
6/21/2018,,,1
6/22/2018,,,1
6/23/2018,,,1
6/24/2018,,,1
6/25/2018,,,1
6/26/2018,,,1
6/27/2018,,,1
6/28/2018,,,1
6/29/2018,,,1
6/30/2018,,,1
07/01/2018,,,1
07/02/2018,,,1
07/03/2018,,,1
07/04/2018,,,1
07/05/2018,,,1
07/06/2018,,,1
07/07/2018,,,1
07/08/2018,,,1
07/09/2018,,,1
07/10/2018,,,1
07/11/2018,,,1
07/12/2018,,,1
7/13/2018,,,1
7/14/2018,,,1
7/15/2018,,,1
7/16/2018,,,1
7/17/2018,,,1
7/18/2018,,,1
7/19/2018,,,1
7/20/2018,,,1
7/21/2018,,,1
7/22/2018,,,1
7/23/2018,,,1
7/24/2018,,,1
7/25/2018,,,1
7/26/2018,,,1
7/27/2018,,,1
7/28/2018,,,1
7/29/2018,,,1
7/30/2018,,,1
7/31/2018,,,1
08/01/2018,,,1
08/02/2018,,,1
08/03/2018,,,1
08/04/2018,,,1
08/05/2018,,,1
08/06/2018,,,1
08/07/2018,,,1
08/08/2018,,,1
08/09/2018,,,1
08/10/2018,,,1
08/11/2018,,,1
08/12/2018,,,1
8/13/2018,,,1
8/14/2018,,,1
8/15/2018,,,1
8/16/2018,,,1
8/17/2018,,,1
8/18/2018,,,1
8/19/2018,,,1
8/20/2018,,,1
8/21/2018,,,1
8/22/2018,,,1
8/23/2018,,,1
8/24/2018,,,1
8/25/2018,,,1
8/26/2018,,,1
8/27/2018,,,1
8/28/2018,,,1
8/29/2018,,,1
8/30/2018,,,1
8/31/2018,,,1
09/01/2018,,,1
09/02/2018,,,1
09/03/2018,,,1
09/04/2018,,,1
09/05/2018,,,1
09/06/2018,,,1
09/07/2018,,,1
09/08/2018,,,1
09/09/2018,,,1
09/10/2018,,,1
09/11/2018,,,1
09/12/2018,,,1
9/13/2018,,,1
9/14/2018,,,1
9/15/2018,,,1
9/16/2018,,,1
9/17/2018,,,1
9/18/2018,,,1
9/19/2018,,,1
9/20/2018,,,1
9/21/2018,,,1
9/22/2018,,,1
9/23/2018,,,1
9/24/2018,,,1
9/25/2018,,,1
9/26/2018,,,1
9/27/2018,,,1
9/28/2018,,,1
9/29/2018,,,1
9/30/2018,,,1
10/01/2018,,,1
10/02/2018,,,1
10/03/2018,,,1
10/04/2018,,,1
10/05/2018,,,1
10/06/2018,,,1
10/07/2018,,,1
10/08/2018,,,1
10/09/2018,,,1
10/10/2018,,,1
10/11/2018,,,1
10/12/2018,,,1
10/13/2018,,,1
10/14/2018,,,1
10/15/2018,,,1
10/16/2018,,,1
10/17/2018,,,1
10/18/2018,,,1
10/19/2018,,,1
10/20/2018,,,1
10/21/2018,,,1
10/22/2018,,,1
10/23/2018,,,1
10/24/2018,,,1
10/25/2018,,,1
10/26/2018,,,1
10/27/2018,,,1
10/28/2018,,,1
10/29/2018,,,1
10/30/2018,,,1
10/31/2018,,,1
11/01/2018,,,1
11/02/2018,,,1
11/03/2018,,,1
11/04/2018,,,1
11/05/2018,,,1
11/06/2018,,,1
11/07/2018,,,1
11/08/2018,,,1
11/09/2018,,,1
11/10/2018,,,1
11/11/2018,,,1
11/12/2018,,,1
11/13/2018,,,1
11/14/2018,,,1
11/15/2018,,,1
11/16/2018,,,1
11/17/2018,,,1
11/18/2018,,,1
11/19/2018,,,1
11/20/2018,,,1
11/21/2018,,,1
11/22/2018,,,1
11/23/2018,,,1
11/24/2018,,,1
11/25/2018,,,1
11/26/2018,,,1
11/27/2018,,,1
11/28/2018,,,1
11/29/2018,,,1
11/30/2018,,,1
12/01/2018,,,1
12/02/2018,,,1
12/03/2018,,,1
12/04/2018,,,1
12/05/2018,,,1
12/06/2018,,,1
12/07/2018,,,1
12/08/2018,,,1
12/09/2018,,,1
12/10/2018,,,1
12/11/2018,,,1
12/12/2018,,,1
12/13/2018,,,1
12/14/2018,,,1
12/15/2018,,,1
12/16/2018,,,1
12/17/2018,,,1
12/18/2018,,,1
12/19/2018,,,1
12/20/2018,,,1
12/21/2018,,,1
12/22/2018,,,1
12/23/2018,,,1
12/24/2018,,,1
12/25/2018,,,1
12/26/2018,,,1
12/27/2018,,,1
12/28/2018,,,1
12/29/2018,,,1
12/30/2018,,,1
12/31/2018,,,1
01/01/2019,,,1
01/02/2019,,,1
01/03/2019,,,1
01/04/2019,,,1
01/05/2019,,,1
01/06/2019,,,1
01/07/2019,,,1
01/08/2019,,,1
01/09/2019,,,1
01/10/2019,,,1
01/11/2019,,,1
01/12/2019,,,1
1/13/2019,,,1
1/14/2019,,,1
1/15/2019,,,1
1/16/2019,,,1
1/17/2019,,,1
1/18/2019,,,1
1/19/2019,,,1
1/20/2019,,,1
1/21/2019,,,1
1/22/2019,,,1
1/23/2019,,,1
1/24/2019,,,1
1/25/2019,,,1
1/26/2019,,,1
1/27/2019,,,1
1/28/2019,,,1
1/29/2019,,,1
1/30/2019,,,1
1/31/2019,,,1
02/01/2019,,,1
02/02/2019,,,1
02/03/2019,,,1
02/04/2019,,,1
02/05/2019,,,1
02/06/2019,Primera entrevista DV,Día Clave,4
02/07/2019,,,1
02/08/2019,,,1
02/09/2019,,,1
02/10/2019,,,1
02/11/2019,,,1
02/12/2019,,,1
2/13/2019,,,1
2/14/2019,,,1
2/15/2019,,,1
2/16/2019,,,1
2/17/2019,,,1
2/18/2019,,,1
2/19/2019,,,1
2/20/2019,,,1
2/21/2019,,,1
2/22/2019,,,1
2/23/2019,,,1
2/24/2019,,,1
2/25/2019,,,1
2/26/2019,,,1
2/27/2019,,,1
2/28/2019,,,1
03/01/2019,,,1
03/02/2019,,,1
03/03/2019,,,1
03/04/2019,,,1
03/05/2019,,,1
03/06/2019,,,1
03/07/2019,,,1
03/08/2019,,,1
03/09/2019,,,1
03/10/2019,,,1
03/11/2019,,,1
03/12/2019,,,1
3/13/2019,,,1
3/14/2019,,,1
3/15/2019,,,1
3/16/2019,,,1
3/17/2019,,,1
3/18/2019,,,1
3/19/2019,,,1
3/20/2019,,,1
3/21/2019,,,1
3/22/2019,,,1
3/23/2019,,,1
3/24/2019,,,1
3/25/2019,,,1
3/26/2019,,,1
3/27/2019,,,1
3/28/2019,,,1
3/29/2019,,,1
3/30/2019,,,1
3/31/2019,,,1
04/01/2019,,,1
04/02/2019,,,1
04/03/2019,,,1
04/04/2019,,,1
04/05/2019,,,1
04/06/2019,,,1
04/07/2019,,,1
04/08/2019,,,1
04/09/2019,,,1
04/10/2019,,,1
04/11/2019,,,1
04/12/2019,,,1
4/13/2019,,,1
4/14/2019,,,1
4/15/2019,,,1
4/16/2019,,,1
4/17/2019,,,1
4/18/2019,,,1
4/19/2019,,,1
4/20/2019,,,1
4/21/2019,,,1
4/22/2019,,,1
4/23/2019,,,1
4/24/2019,,,1
4/25/2019,,,1
4/26/2019,,,1
4/27/2019,,,1
4/28/2019,,,1
4/29/2019,,,1
4/30/2019,,,1
05/01/2019,,,1
05/02/2019,,,1
05/03/2019,,,1
05/04/2019,,,1
05/05/2019,,,1
05/06/2019,,,1
05/07/2019,,,1
05/08/2019,,,1
05/09/2019,,,1
05/10/2019,,,1
05/11/2019,,,1
05/12/2019,,,1
5/13/2019,,,1
5/14/2019,,,1
5/15/2019,,,1
5/16/2019,,,1
5/17/2019,,,1
5/18/2019,,,1
5/19/2019,,,1
5/20/2019,,,1
5/21/2019,,,1
5/22/2019,,,1
5/23/2019,,,1
5/24/2019,,,1
5/25/2019,,,1
5/26/2019,,,1
5/27/2019,,,1
5/28/2019,,,1
5/29/2019,,,1
5/30/2019,,,1
5/31/2019,,,1
06/01/2019,,,1
06/02/2019,,,1
06/03/2019,,,1
06/04/2019,,,1
06/05/2019,,,1
06/06/2019,,,1
06/07/2019,,,1
06/08/2019,,,1
06/09/2019,,,1
06/10/2019,,,1
06/11/2019,,,1
06/12/2019,,,1
6/13/2019,,,1
6/14/2019,,,1
6/15/2019,,,1
6/16/2019,,,1
6/17/2019,,,1
6/18/2019,,,1
6/19/2019,,,1
6/20/2019,,,1
6/21/2019,,,1
6/22/2019,,,1
6/23/2019,,,1
6/24/2019,,,1
6/25/2019,,,1
6/26/2019,,,1
6/27/2019,,,1
6/28/2019,,,1
6/29/2019,,,1
6/30/2019,,,1
07/01/2019,,,1
07/02/2019,,,1
07/03/2019,,,1
07/04/2019,,,1
07/05/2019,,,1
07/06/2019,,,1
07/07/2019,,,1
07/08/2019,,,1
07/09/2019,,,1
07/10/2019,,,1
07/11/2019,,,1
07/12/2019,,,1
7/13/2019,,,1
7/14/2019,,,1
7/15/2019,,,1
7/16/2019,,,1
7/17/2019,,,1
7/18/2019,,,1
7/19/2019,,,1
7/20/2019,,,1
7/21/2019,,,1
7/22/2019,,,1
7/23/2019,,,1
7/24/2019,,,1
7/25/2019,,,1
7/26/2019,,,1
7/27/2019,,,1
7/28/2019,,,1
7/29/2019,,,1
7/30/2019,,,1
7/31/2019,,,1
08/01/2019,,,1
08/02/2019,,,1
08/03/2019,,,1
08/04/2019,,,1
08/05/2019,,,1
08/06/2019,,,1
08/07/2019,,,1
08/08/2019,,,1
08/09/2019,,,1
08/10/2019,,,1
08/11/2019,,,1
08/12/2019,Primer Tableau Academy,Día Clave,4
8/13/2019,,,1
8/14/2019,,,1
8/15/2019,,,1
8/16/2019,,,1
8/17/2019,,,1
8/18/2019,,,1
8/19/2019,,,1
8/20/2019,,,1
8/21/2019,,,1
8/22/2019,,,1
8/23/2019,,,1
8/24/2019,,,1
8/25/2019,,,1
8/26/2019,,,1
8/27/2019,,,1
8/28/2019,,,1
8/29/2019,,,1
8/30/2019,,,1
8/31/2019,,,1
09/01/2019,,,1
09/02/2019,,,1
09/03/2019,,,1
09/04/2019,,,1
09/05/2019,,,1
09/06/2019,,,1
09/07/2019,,,1
09/08/2019,,,1
09/09/2019,,,1
09/10/2019,,,1
09/11/2019,,,1
09/12/2019,,,1
9/13/2019,,,1
9/14/2019,,,1
9/15/2019,,,1
9/16/2019,,,1
9/17/2019,,,1
9/18/2019,,,1
9/19/2019,,,1
9/20/2019,,,1
9/21/2019,,,1
9/22/2019,,,1
9/23/2019,,,1
9/24/2019,,,1
9/25/2019,,,1
9/26/2019,,,1
9/27/2019,,,1
9/28/2019,,,1
9/29/2019,,,1
9/30/2019,,,1
10/01/2019,,,1
10/02/2019,,,1
10/03/2019,,,1
10/04/2019,,,1
10/05/2019,,,1
10/06/2019,,,1
10/07/2019,,,1
10/08/2019,,,1
10/09/2019,,,1
10/10/2019,,,1
10/11/2019,,,1
10/12/2019,,,1
10/13/2019,,,1
10/14/2019,,,1
10/15/2019,,,1
10/16/2019,,,1
10/17/2019,,,1
10/18/2019,,,1
10/19/2019,,,1
10/20/2019,,,1
10/21/2019,,,1
10/22/2019,,,1
10/23/2019,,,1
10/24/2019,,,1
10/25/2019,,,1
10/26/2019,,,1
10/27/2019,,,1
10/28/2019,,,1
10/29/2019,,,1
10/30/2019,,,1
10/31/2019,,,1
11/01/2019,,,1
11/02/2019,,,1
11/03/2019,,,1
11/04/2019,,,1
11/05/2019,,,1
11/06/2019,,,1
11/07/2019,,,1
11/08/2019,,,1
11/09/2019,,,1
11/10/2019,,,1
11/11/2019,,,1
11/12/2019,,,1
11/13/2019,,,1
11/14/2019,,,1
11/15/2019,,,1
11/16/2019,,,1
11/17/2019,,,1
11/18/2019,,,1
11/19/2019,Accidente,Día Clave,4
11/20/2019,,,1
11/21/2019,,,1
11/22/2019,,,1
11/23/2019,,,1
11/24/2019,,,1
11/25/2019,,,1
11/26/2019,,,1
11/27/2019,,,1
11/28/2019,,,1
11/29/2019,,,1
11/30/2019,,,1
12/01/2019,,,1
12/02/2019,,,1
12/03/2019,,,1
12/04/2019,PyLadies en Globant,Día Clave,4
12/05/2019,,,1
12/06/2019,,,1
12/07/2019,,,1
12/08/2019,,,1
12/09/2019,,,1
12/10/2019,,,1
12/11/2019,,,1
12/12/2019,,,1
12/13/2019,,,1
12/14/2019,,,1
12/15/2019,,,1
12/16/2019,,,1
12/17/2019,,,1
12/18/2019,,,1
12/19/2019,,,1
12/20/2019,,,1
12/21/2019,,,1
12/22/2019,,,1
12/23/2019,,,1
12/24/2019,,,1
12/25/2019,,,1
12/26/2019,,,1
12/27/2019,,,1
12/28/2019,,,1
12/29/2019,,,1
12/30/2019,,,1
12/31/2019,,,1
01/01/2020,,,1
01/02/2020,,,1
01/03/2020,,,1
01/04/2020,,,1
01/05/2020,,,1
01/06/2020,,,1
01/07/2020,,,1
01/08/2020,,,1
01/09/2020,,,1
01/10/2020,,,1
01/11/2020,,,1
01/12/2020,,,1
1/13/2020,,,1
1/14/2020,,,1
1/15/2020,,,1
1/16/2020,,,1
1/17/2020,,,1
1/18/2020,,,1
1/19/2020,,,1
1/20/2020,,,1
1/21/2020,,,1
1/22/2020,,,1
1/23/2020,,,1
1/24/2020,,,1
1/25/2020,,,1
1/26/2020,,,1
1/27/2020,,,1
